label,Company,Seller,Delivery number,Delivery date,Wood species,Lumber quantity,Trunc diameter,Assortment,Size class,Length (m),Quality class,Import,National Trade,Certification,Storage Place
F1L1107,Sawmill Bioholz GmbH,forest1,77660,11-Mar-2024,larch,1,36,59,Bloch,D5,5,B,no,yes,no,larch Bloch
F1L1108,Sawmill Bioholz GmbH,forest1,77660,11-Mar-2024,spruce,0,33,29,Bloch,D2b,5,B,no,yes,no,spruce Bloch
F1L1109,Sawmill Bioholz GmbH,forest1,77660,11-Mar-2024,fir,1,18,55,Bloch,D5,5,C,no,yes,no,fir Bloch
F1L1110,Sawmill Bioholz GmbH,forest1,77660,11-Mar-2024,spruce,0,33,29,Bloch,D2b,5,C,no,yes,no,spruce Bloch
F1L1111,Sawmill Bioholz GmbH,forest1,77660,11-Mar-2024,larch,0,17,21,Bloch,D2a,5,C,no,yes,no,larch Bloch
F1L1112,Sawmill Bioholz GmbH,forest1,77660,11-Mar-2024,larch,0,4,32,Bloch,D3a,5,C,no,yes,no,larch Bloch
F1L1113,Sawmill Bioholz GmbH,forest1,77660,11-Mar-2024,spruce,1,06,52,Bloch,D5,5,B,no,yes,no,spruce Bloch
F1L1114,Sawmill Bioholz GmbH,forest1,77660,11-Mar-2024,spruce,0,79,45,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L1115,Sawmill Bioholz GmbH,forest1,77660,11-Mar-2024,spruce,0,83,46,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L1116,Sawmill Bioholz GmbH,forest1,77660,11-Mar-2024,larch,0,4,32,Bloch,D3a,5,C,no,yes,no,larch Bloch
F1L1117,Sawmill Bioholz GmbH,forest1,77660,11-Mar-2024,spruce,0,94,49,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L1118,Sawmill Bioholz GmbH,forest1,77660,11-Mar-2024,spruce,1,06,52,Bloch,D5,5,C,no,yes,no,spruce Bloch
F1L1119,Sawmill Bioholz GmbH,forest1,77660,11-Mar-2024,larch,0,15,20,Bloch,D2a,5,B,no,yes,no,larch Bloch
F1L1120,Sawmill Bioholz GmbH,forest1,77660,11-Mar-2024,larch,0,33,29,Bloch,D2b,5,B,no,yes,no,larch Bloch
F1L1121,Sawmill Bioholz GmbH,forest1,77660,11-Mar-2024,spruce,0,5,36,Bloch,D3b,5,B,no,yes,no,spruce Bloch
F1L1122,Sawmill Bioholz GmbH,forest1,77660,11-Mar-2024,spruce,1,06,52,Bloch,D5,5,C,no,yes,no,spruce Bloch
F1L1123,Sawmill Bioholz GmbH,forest1,77660,11-Mar-2024,fir,0,79,45,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L1124,Sawmill Bioholz GmbH,forest1,77660,11-Mar-2024,fir,0,37,31,Bloch,D3a,5,B,no,yes,no,fir Bloch
F1L1125,Sawmill Bioholz GmbH,forest1,77660,11-Mar-2024,larch,0,45,34,Bloch,D3a,5,C,no,yes,no,larch Bloch
F1L1126,Sawmill Bioholz GmbH,forest1,77660,11-Mar-2024,larch,1,02,51,Bloch,D5,5,C,no,yes,no,larch Bloch
F1L1127,Sawmill Bioholz GmbH,forest1,77660,11-Mar-2024,larch,0,48,35,Bloch,D3b,5,B,no,yes,no,larch Bloch
F1L1128,Sawmill Bioholz GmbH,forest1,77660,11-Mar-2024,larch,0,86,47,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L1129,Sawmill Bioholz GmbH,forest1,77660,11-Mar-2024,spruce,0,4,32,Bloch,D3a,5,B,no,yes,no,spruce Bloch
F1L1130,Sawmill Bioholz GmbH,forest1,77660,11-Mar-2024,larch,1,98,53,Wertholz,D5,9,A,no,yes,no,larch Wertholz
F1L1131,Sawmill Bioholz GmbH,forest1,77660,11-Mar-2024,spruce,0,5,36,Bloch,D3b,5,B,no,yes,no,spruce Bloch
F1L1132,Sawmill Bioholz GmbH,forest1,77660,11-Mar-2024,larch,0,72,43,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L1133,Sawmill Bioholz GmbH,forest1,77660,11-Mar-2024,larch,1,23,56,Bloch,D5,5,C,no,yes,no,larch Bloch
F1L1134,Sawmill Bioholz GmbH,forest1,77660,11-Mar-2024,spruce,0,56,38,Bloch,D3b,5,B,no,yes,no,spruce Bloch
F1L1135,Sawmill Bioholz GmbH,forest1,77660,11-Mar-2024,fir,0,28,27,Bloch,D2b,5,C,no,yes,no,fir Bloch
F1L1136,Sawmill Bioholz GmbH,forest1,77660,11-Mar-2024,fir,0,42,33,Bloch,D3a,5,B,no,yes,no,fir Bloch
F1L1137,Sawmill Bioholz GmbH,forest1,77660,11-Mar-2024,fir,0,86,47,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L1138,Sawmill Bioholz GmbH,forest1,14060,12-Mar-2024,larch,0,9,48,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L1139,Sawmill Bioholz GmbH,forest1,14060,12-Mar-2024,fir,0,62,40,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L1140,Sawmill Bioholz GmbH,forest1,14060,12-Mar-2024,fir,0,48,35,Bloch,D3b,5,B,no,yes,no,fir Bloch
F1L1141,Sawmill Bioholz GmbH,forest1,14060,12-Mar-2024,larch,0,62,40,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L1142,Sawmill Bioholz GmbH,forest1,14060,12-Mar-2024,spruce,0,53,37,Bloch,D3b,5,B,no,yes,no,spruce Bloch
F1L1143,Sawmill Bioholz GmbH,forest1,14060,12-Mar-2024,larch,0,66,41,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L1144,Sawmill Bioholz GmbH,forest1,14060,12-Mar-2024,spruce,0,4,32,Bloch,D3a,5,C,no,yes,no,spruce Bloch
F1L1145,Sawmill Bioholz GmbH,forest1,14060,12-Mar-2024,spruce,0,69,42,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L1146,Sawmill Bioholz GmbH,forest1,14060,12-Mar-2024,larch,0,22,24,Bloch,D2a,5,B,no,yes,no,larch Bloch
F1L1147,Sawmill Bioholz GmbH,forest1,14060,12-Mar-2024,spruce,1,18,41,Wertholz,D4,9,A,no,yes,no,spruce Wertholz
F1L1148,Sawmill Bioholz GmbH,forest1,14060,12-Mar-2024,spruce,1,23,56,Bloch,D5,5,B,no,yes,no,spruce Bloch
F1L1149,Sawmill Bioholz GmbH,forest1,14060,12-Mar-2024,larch,0,56,38,Bloch,D3b,5,B,no,yes,no,larch Bloch
F1L1150,Sawmill Bioholz GmbH,forest1,14060,12-Mar-2024,spruce,0,86,47,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L1151,Sawmill Bioholz GmbH,forest1,14060,12-Mar-2024,fir,0,56,38,Bloch,D3b,5,C,no,yes,no,fir Bloch
F1L1152,Sawmill Bioholz GmbH,forest1,14060,12-Mar-2024,fir,0,69,42,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L1153,Sawmill Bioholz GmbH,forest1,14060,12-Mar-2024,larch,0,28,27,Bloch,D2b,5,C,no,yes,no,larch Bloch
F1L1154,Sawmill Bioholz GmbH,forest1,14060,12-Mar-2024,larch,0,37,31,Bloch,D3a,5,B,no,yes,no,larch Bloch
F1L1155,Sawmill Bioholz GmbH,forest1,14060,12-Mar-2024,spruce,0,66,41,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L1156,Sawmill Bioholz GmbH,forest1,14060,12-Mar-2024,spruce,0,3,28,Bloch,D2b,5,B,no,yes,no,spruce Bloch
F1L1157,Sawmill Bioholz GmbH,forest1,14060,12-Mar-2024,larch,0,86,47,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L1158,Sawmill Bioholz GmbH,forest1,14060,12-Mar-2024,larch,1,06,52,Bloch,D5,5,B,no,yes,no,larch Bloch
F1L1159,Sawmill Bioholz GmbH,forest1,14060,12-Mar-2024,spruce,0,37,31,Bloch,D3a,5,B,no,yes,no,spruce Bloch
F1L1160,Sawmill Bioholz GmbH,forest1,14060,12-Mar-2024,fir,0,59,39,Bloch,D3b,5,C,no,yes,no,fir Bloch
F1L1161,Sawmill Bioholz GmbH,forest1,14060,12-Mar-2024,larch,0,66,41,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L1162,Sawmill Bioholz GmbH,forest1,14060,12-Mar-2024,fir,0,35,30,Bloch,D3a,5,B,no,yes,no,fir Bloch
F1L1163,Sawmill Bioholz GmbH,forest1,14060,12-Mar-2024,fir,1,1,53,Bloch,D5,5,C,no,yes,no,fir Bloch
F1L1164,Sawmill Bioholz GmbH,forest1,14060,12-Mar-2024,fir,0,98,50,Bloch,D5,5,B,no,yes,no,fir Bloch
F1L1165,Sawmill Bioholz GmbH,forest1,14060,12-Mar-2024,larch,0,45,34,Bloch,D3a,5,B,no,yes,no,larch Bloch
F1L1166,Sawmill Bioholz GmbH,forest1,14060,12-Mar-2024,larch,0,45,34,Bloch,D3a,5,C,no,yes,no,larch Bloch
F1L1167,Sawmill Bioholz GmbH,forest1,14060,12-Mar-2024,spruce,0,48,35,Bloch,D3b,5,C,no,yes,no,spruce Bloch
F1L1168,Sawmill Bioholz GmbH,forest1,14060,12-Mar-2024,fir,0,83,46,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L1169,Sawmill Bioholz GmbH,forest1,14060,12-Mar-2024,fir,0,35,30,Bloch,D3a,5,B,no,yes,no,fir Bloch
F1L1170,Sawmill Bioholz GmbH,forest1,14060,12-Mar-2024,larch,0,79,45,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L1171,Sawmill Bioholz GmbH,forest1,14060,12-Mar-2024,spruce,0,28,27,Bloch,D2b,5,C,no,yes,no,spruce Bloch
F1L1172,Sawmill Bioholz GmbH,forest1,14060,12-Mar-2024,spruce,0,98,50,Bloch,D5,5,B,no,yes,no,spruce Bloch
F1L1173,Sawmill Bioholz GmbH,forest1,31350,13-Mar-2024,spruce,0,69,42,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L1174,Sawmill Bioholz GmbH,forest1,31350,13-Mar-2024,spruce,0,79,45,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L1175,Sawmill Bioholz GmbH,forest1,31350,13-Mar-2024,spruce,0,33,29,Bloch,D2b,5,B,no,yes,no,spruce Bloch
F1L1176,Sawmill Bioholz GmbH,forest1,31350,13-Mar-2024,spruce,0,76,44,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L1177,Sawmill Bioholz GmbH,forest1,31350,13-Mar-2024,spruce,0,94,49,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L1178,Sawmill Bioholz GmbH,forest1,31350,13-Mar-2024,larch,0,26,26,Bloch,D2b,5,A,no,yes,no,larch Bloch
F1L1179,Sawmill Bioholz GmbH,forest1,31350,13-Mar-2024,larch,0,69,42,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L1180,Sawmill Bioholz GmbH,forest1,31350,13-Mar-2024,spruce,0,42,33,Bloch,D3a,5,B,no,yes,no,spruce Bloch
F1L1181,Sawmill Bioholz GmbH,forest1,31350,13-Mar-2024,spruce,0,53,37,Bloch,D3b,5,C,no,yes,no,spruce Bloch
F1L1182,Sawmill Bioholz GmbH,forest1,31350,13-Mar-2024,larch,1,1,53,Bloch,D5,5,C,no,yes,no,larch Bloch
F1L1183,Sawmill Bioholz GmbH,forest1,31350,13-Mar-2024,fir,0,66,41,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L1184,Sawmill Bioholz GmbH,forest1,31350,13-Mar-2024,spruce,1,18,55,Bloch,D5,5,C,no,yes,no,spruce Bloch
F1L1185,Sawmill Bioholz GmbH,forest1,31350,13-Mar-2024,spruce,0,86,47,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L1186,Sawmill Bioholz GmbH,forest1,31350,13-Mar-2024,larch,0,76,44,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L1187,Sawmill Bioholz GmbH,forest1,31350,13-Mar-2024,larch,1,14,54,Bloch,D5,5,B,no,yes,no,larch Bloch
F1L1188,Sawmill Bioholz GmbH,forest1,31350,13-Mar-2024,fir,0,48,35,Bloch,D3b,5,C,no,yes,no,fir Bloch
F1L1189,Sawmill Bioholz GmbH,forest1,31350,13-Mar-2024,fir,1,02,51,Bloch,D5,5,C,no,yes,no,fir Bloch
F1L1190,Sawmill Bioholz GmbH,forest1,31350,13-Mar-2024,fir,0,45,34,Bloch,D3a,5,C,no,yes,no,fir Bloch
F1L1191,Sawmill Bioholz GmbH,forest1,31350,13-Mar-2024,fir,0,59,39,Bloch,D3b,5,A,no,yes,no,fir Bloch
F1L1192,Sawmill Bioholz GmbH,forest1,31350,13-Mar-2024,fir,0,66,41,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L1193,Sawmill Bioholz GmbH,forest1,31350,13-Mar-2024,fir,0,26,26,Bloch,D2b,5,C,no,yes,no,fir Bloch
F1L1194,Sawmill Bioholz GmbH,forest1,31350,13-Mar-2024,spruce,0,48,35,Bloch,D3b,5,C,no,yes,no,spruce Bloch
F1L1195,Sawmill Bioholz GmbH,forest1,31350,13-Mar-2024,larch,0,33,29,Bloch,D2b,5,C,no,yes,no,larch Bloch
F1L1196,Sawmill Bioholz GmbH,forest1,31350,13-Mar-2024,spruce,0,35,30,Bloch,D3a,5,B,no,yes,no,spruce Bloch
F1L1197,Sawmill Bioholz GmbH,forest1,31350,13-Mar-2024,spruce,1,92,70,Bloch,D6,5,B,no,yes,no,spruce Bloch
F1L1198,Sawmill Bioholz GmbH,forest1,31350,13-Mar-2024,larch,0,69,42,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L1199,Sawmill Bioholz GmbH,forest1,31350,13-Mar-2024,spruce,0,24,25,Bloch,D2b,5,C,no,yes,no,spruce Bloch
F1L1200,Sawmill Bioholz GmbH,forest1,31350,13-Mar-2024,larch,1,23,56,Bloch,D5,5,C,no,yes,no,larch Bloch
F1L1201,Sawmill Bioholz GmbH,forest1,31350,13-Mar-2024,fir,0,66,41,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L1202,Sawmill Bioholz GmbH,forest1,31350,13-Mar-2024,spruce,1,14,54,Bloch,D5,5,C,no,yes,no,spruce Bloch
F1L1203,Sawmill Bioholz GmbH,forest1,37090,13-Mar-2024,spruce,1,02,51,Bloch,D5,5,C,no,yes,no,spruce Bloch
F1L1204,Sawmill Bioholz GmbH,forest1,37090,13-Mar-2024,spruce,0,59,39,Bloch,D3b,5,C,no,yes,no,spruce Bloch
F1L1205,Sawmill Bioholz GmbH,forest1,37090,13-Mar-2024,spruce,0,53,37,Bloch,D3b,5,B,no,yes,no,spruce Bloch
F1L1206,Sawmill Bioholz GmbH,forest1,37090,13-Mar-2024,spruce,0,62,40,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L1207,Sawmill Bioholz GmbH,forest1,37090,13-Mar-2024,fir,0,2,23,Bloch,D2a,5,B,no,yes,no,fir Bloch
F1L1208,Sawmill Bioholz GmbH,forest1,37090,13-Mar-2024,spruce,0,15,20,Bloch,D2a,5,B,no,yes,no,spruce Bloch
F1L1209,Sawmill Bioholz GmbH,forest1,37090,13-Mar-2024,spruce,0,56,38,Bloch,D3b,5,B,no,yes,no,spruce Bloch
F1L1210,Sawmill Bioholz GmbH,forest1,37090,13-Mar-2024,fir,0,76,44,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L1211,Sawmill Bioholz GmbH,forest1,37090,13-Mar-2024,fir,0,33,29,Bloch,D2b,5,C,no,yes,no,fir Bloch
F1L1212,Sawmill Bioholz GmbH,forest1,37090,13-Mar-2024,larch,1,06,52,Bloch,D5,5,C,no,yes,no,larch Bloch
F1L1213,Sawmill Bioholz GmbH,forest1,37090,13-Mar-2024,spruce,0,76,44,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L1214,Sawmill Bioholz GmbH,forest1,37090,13-Mar-2024,fir,0,56,38,Bloch,D3b,5,C,no,yes,no,fir Bloch
F1L1215,Sawmill Bioholz GmbH,forest1,37090,13-Mar-2024,larch,0,66,41,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L1216,Sawmill Bioholz GmbH,forest1,37090,13-Mar-2024,larch,0,62,40,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L1217,Sawmill Bioholz GmbH,forest1,37090,13-Mar-2024,spruce,0,22,24,Bloch,D2a,5,B,no,yes,no,spruce Bloch
F1L1218,Sawmill Bioholz GmbH,forest1,37090,13-Mar-2024,fir,1,36,59,Bloch,D5,5,C,no,yes,no,fir Bloch
F1L1219,Sawmill Bioholz GmbH,forest1,37090,13-Mar-2024,spruce,0,79,45,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L1220,Sawmill Bioholz GmbH,forest1,37090,13-Mar-2024,fir,0,53,37,Bloch,D3b,5,C,no,yes,no,fir Bloch
F1L1221,Sawmill Bioholz GmbH,forest1,37090,13-Mar-2024,spruce,0,62,40,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L1222,Sawmill Bioholz GmbH,forest1,37090,13-Mar-2024,larch,1,14,54,Bloch,D5,5,B,no,yes,no,larch Bloch
F1L1223,Sawmill Bioholz GmbH,forest1,37090,13-Mar-2024,larch,0,62,40,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L1224,Sawmill Bioholz GmbH,forest1,37090,13-Mar-2024,larch,0,72,43,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L1225,Sawmill Bioholz GmbH,forest1,37090,13-Mar-2024,larch,0,53,37,Bloch,D3b,5,B,no,yes,no,larch Bloch
F1L1226,Sawmill Bioholz GmbH,forest1,37090,13-Mar-2024,spruce,0,79,45,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L1227,Sawmill Bioholz GmbH,forest1,37090,13-Mar-2024,larch,0,35,30,Bloch,D3a,5,A,no,yes,no,larch Bloch
F1L1228,Sawmill Bioholz GmbH,forest1,37090,13-Mar-2024,larch,0,42,33,Bloch,D3a,5,B,no,yes,no,larch Bloch
F1L1229,Sawmill Bioholz GmbH,forest1,37090,13-Mar-2024,larch,0,3,28,Bloch,D2b,5,C,no,yes,no,larch Bloch
F1L1230,Sawmill Bioholz GmbH,forest1,37090,13-Mar-2024,larch,0,53,37,Bloch,D3b,5,B,no,yes,no,larch Bloch
F1L1231,Sawmill Bioholz GmbH,forest1,37090,13-Mar-2024,spruce,0,69,42,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L1232,Sawmill Bioholz GmbH,forest1,37090,13-Mar-2024,spruce,0,79,45,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L1233,Sawmill Bioholz GmbH,forest1,37090,13-Mar-2024,spruce,0,79,45,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L1234,Sawmill Bioholz GmbH,forest1,37090,13-Mar-2024,fir,1,72,56,Wertholz,D5,7,A,no,yes,no,fir Wertholz
F1L1235,Sawmill Bioholz GmbH,forest1,37090,13-Mar-2024,larch,0,26,26,Bloch,D2b,5,C,no,yes,no,larch Bloch
F1L1236,Sawmill Bioholz GmbH,forest1,64360,14-Mar-2024,fir,0,59,39,Bloch,D3b,5,C,no,yes,no,fir Bloch
F1L1237,Sawmill Bioholz GmbH,forest1,64360,14-Mar-2024,spruce,0,24,25,Bloch,D2b,5,C,no,yes,no,spruce Bloch
F1L1238,Sawmill Bioholz GmbH,forest1,64360,14-Mar-2024,spruce,0,4,32,Bloch,D3a,5,B,no,yes,no,spruce Bloch
F1L1239,Sawmill Bioholz GmbH,forest1,64360,14-Mar-2024,larch,0,76,44,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L1240,Sawmill Bioholz GmbH,forest1,64360,14-Mar-2024,fir,0,24,25,Bloch,D2b,5,B,no,yes,no,fir Bloch
F1L1241,Sawmill Bioholz GmbH,forest1,64360,14-Mar-2024,larch,0,45,34,Bloch,D3a,5,C,no,yes,no,larch Bloch
F1L1242,Sawmill Bioholz GmbH,forest1,64360,14-Mar-2024,larch,0,53,37,Bloch,D3b,5,B,no,yes,no,larch Bloch
F1L1243,Sawmill Bioholz GmbH,forest1,64360,14-Mar-2024,spruce,0,94,49,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L1244,Sawmill Bioholz GmbH,forest1,64360,14-Mar-2024,fir,0,66,41,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L1245,Sawmill Bioholz GmbH,forest1,64360,14-Mar-2024,fir,0,48,35,Bloch,D3b,5,B,no,yes,no,fir Bloch
F1L1246,Sawmill Bioholz GmbH,forest1,64360,14-Mar-2024,larch,0,72,43,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L1247,Sawmill Bioholz GmbH,forest1,64360,14-Mar-2024,fir,0,15,20,Bloch,D2a,5,B,no,yes,no,fir Bloch
F1L1248,Sawmill Bioholz GmbH,forest1,64360,14-Mar-2024,larch,0,19,22,Bloch,D2a,5,B,no,yes,no,larch Bloch
F1L1249,Sawmill Bioholz GmbH,forest1,64360,14-Mar-2024,larch,0,53,37,Bloch,D3b,5,B,no,yes,no,larch Bloch
F1L1250,Sawmill Bioholz GmbH,forest1,64360,14-Mar-2024,fir,0,94,49,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L1251,Sawmill Bioholz GmbH,forest1,64360,14-Mar-2024,spruce,0,66,41,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L1252,Sawmill Bioholz GmbH,forest1,64360,14-Mar-2024,fir,0,17,21,Bloch,D2a,5,B,no,yes,no,fir Bloch
F1L1253,Sawmill Bioholz GmbH,forest1,64360,14-Mar-2024,larch,0,86,47,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L1254,Sawmill Bioholz GmbH,forest1,64360,14-Mar-2024,fir,1,02,51,Bloch,D5,5,B,no,yes,no,fir Bloch
F1L1255,Sawmill Bioholz GmbH,forest1,64360,14-Mar-2024,fir,0,86,47,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L1256,Sawmill Bioholz GmbH,forest1,64360,14-Mar-2024,fir,0,45,34,Bloch,D3a,5,C,no,yes,no,fir Bloch
F1L1257,Sawmill Bioholz GmbH,forest1,64360,14-Mar-2024,spruce,1,23,56,Bloch,D5,5,B,no,yes,no,spruce Bloch
F1L1258,Sawmill Bioholz GmbH,forest1,64360,14-Mar-2024,spruce,0,22,24,Bloch,D2a,5,B,no,yes,no,spruce Bloch
F1L1259,Sawmill Bioholz GmbH,forest1,64360,14-Mar-2024,spruce,0,37,31,Bloch,D3a,5,B,no,yes,no,spruce Bloch
F1L1260,Sawmill Bioholz GmbH,forest1,64360,14-Mar-2024,fir,0,48,35,Bloch,D3b,5,B,no,yes,no,fir Bloch
F1L1261,Sawmill Bioholz GmbH,forest1,64360,14-Mar-2024,fir,0,42,33,Bloch,D3a,5,B,no,yes,no,fir Bloch
F1L1262,Sawmill Bioholz GmbH,forest1,64360,14-Mar-2024,larch,0,37,31,Bloch,D3a,5,C,no,yes,no,larch Bloch
F1L1263,Sawmill Bioholz GmbH,forest1,64360,14-Mar-2024,larch,0,56,38,Bloch,D3b,5,B,no,yes,no,larch Bloch
F1L1264,Sawmill Bioholz GmbH,forest1,64360,14-Mar-2024,spruce,0,3,28,Bloch,D2b,5,B,no,yes,no,spruce Bloch
F1L1265,Sawmill Bioholz GmbH,forest1,64360,14-Mar-2024,larch,0,83,46,Wertholz,D4,5,A,no,yes,no,larch Wertholz
F1L1266,Sawmill Bioholz GmbH,forest1,64360,14-Mar-2024,spruce,0,5,36,Bloch,D3b,5,A,no,yes,no,spruce Bloch
F1L1267,Sawmill Bioholz GmbH,forest1,64360,14-Mar-2024,fir,0,86,47,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L1268,Sawmill Bioholz GmbH,forest1,64360,14-Mar-2024,fir,0,33,29,Bloch,D2b,5,C,no,yes,no,fir Bloch
F1L1269,Sawmill Bioholz GmbH,forest1,64360,14-Mar-2024,fir,0,62,40,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L1270,Sawmill Bioholz GmbH,forest1,64360,14-Mar-2024,larch,0,5,36,Bloch,D3b,5,B,no,yes,no,larch Bloch
F1L1271,Sawmill Bioholz GmbH,forest1,64360,14-Mar-2024,larch,0,9,48,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L1272,Sawmill Bioholz GmbH,forest1,64360,14-Mar-2024,fir,0,76,44,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L1273,Sawmill Bioholz GmbH,forest1,64360,14-Mar-2024,fir,0,83,46,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L1274,Sawmill Bioholz GmbH,forest1,50490,15-Mar-2024,spruce,0,9,48,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L1275,Sawmill Bioholz GmbH,forest1,50490,15-Mar-2024,fir,1,48,52,Wertholz,D5,7,A,no,yes,no,fir Wertholz
F1L1276,Sawmill Bioholz GmbH,forest1,50490,15-Mar-2024,fir,0,53,37,Bloch,D3b,5,B,no,yes,no,fir Bloch
F1L1277,Sawmill Bioholz GmbH,forest1,50490,15-Mar-2024,larch,0,94,49,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L1278,Sawmill Bioholz GmbH,forest1,50490,15-Mar-2024,spruce,0,86,47,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L1279,Sawmill Bioholz GmbH,forest1,50490,15-Mar-2024,spruce,0,69,42,Wertholz,D4,5,A,no,yes,no,spruce Wertholz
F1L1280,Sawmill Bioholz GmbH,forest1,50490,15-Mar-2024,spruce,0,59,39,Bloch,D3b,5,B,no,yes,no,spruce Bloch
F1L1281,Sawmill Bioholz GmbH,forest1,50490,15-Mar-2024,larch,0,79,45,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L1282,Sawmill Bioholz GmbH,forest1,50490,15-Mar-2024,larch,1,23,56,Bloch,D5,5,C,no,yes,no,larch Bloch
F1L1283,Sawmill Bioholz GmbH,forest1,50490,15-Mar-2024,larch,1,1,53,Bloch,D5,5,C,no,yes,no,larch Bloch
F1L1284,Sawmill Bioholz GmbH,forest1,50490,15-Mar-2024,spruce,0,9,48,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L1285,Sawmill Bioholz GmbH,forest1,50490,15-Mar-2024,fir,0,79,45,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L1286,Sawmill Bioholz GmbH,forest1,50490,15-Mar-2024,spruce,0,48,35,Bloch,D3b,5,B,no,yes,no,spruce Bloch
F1L1287,Sawmill Bioholz GmbH,forest1,50490,15-Mar-2024,larch,0,9,48,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L1288,Sawmill Bioholz GmbH,forest1,50490,15-Mar-2024,spruce,0,42,33,Bloch,D3a,5,B,no,yes,no,spruce Bloch
F1L1289,Sawmill Bioholz GmbH,forest1,50490,15-Mar-2024,larch,1,1,53,Bloch,D5,5,B,no,yes,no,larch Bloch
F1L1290,Sawmill Bioholz GmbH,forest1,50490,15-Mar-2024,fir,0,5,36,Bloch,D3b,5,A,no,yes,no,fir Bloch
F1L1291,Sawmill Bioholz GmbH,forest1,50490,15-Mar-2024,fir,0,35,30,Bloch,D3a,5,B,no,yes,no,fir Bloch
F1L1292,Sawmill Bioholz GmbH,forest1,50490,15-Mar-2024,fir,0,83,46,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L1293,Sawmill Bioholz GmbH,forest1,50490,15-Mar-2024,fir,0,26,26,Bloch,D2b,5,C,no,yes,no,fir Bloch
F1L1294,Sawmill Bioholz GmbH,forest1,50490,15-Mar-2024,fir,0,69,42,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L1295,Sawmill Bioholz GmbH,forest1,50490,15-Mar-2024,larch,0,69,42,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L1296,Sawmill Bioholz GmbH,forest1,50490,15-Mar-2024,larch,0,35,30,Bloch,D3a,5,B,no,yes,no,larch Bloch
