label,Company,Country,Federal state,Municipality,Side,Wood species,Harvesting date,GPS coordinate lat,GPS coordinate long,Trunc diameter,Size class,Quality class,Assortment,Length,Lumber quantity,Moon phase,Date of Sale,Customer,Export,National Trade,Certification,Loading point (GPS lat),Loading point (GPS long)
F1L1,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/1/24 0:00,46.828579,12.982120,34,D3a,B,Bloch,5,0.45,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L935,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/27/24 0:00,46.833092,12.965988,34,D3a,B,Bloch,5,0,45,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L936,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/27/24 0:00,46.852639,12.950253,30,D3a,B,Bloch,5,0,35,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L937,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/27/24 0:00,46.831665,12.975870,45,D4,B,Bloch,5,0,79,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L938,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/27/24 0:00,46.851073,12.966719,53,D5,B,Bloch,5,1,1,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L939,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/27/24 0:00,46.849817,12.959723,36,D3b,C,Bloch,5,0,5,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L940,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/27/24 0:00,46.838975,12.980775,27,D2b,B,Bloch,5,0,28,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L941,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/27/24 0:00,46.838930,12.945207,42,D4,C,Bloch,5,0,69,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L942,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/27/24 0:00,46.829970,12.950344,28,D2b,B,Bloch,5,0,3,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L943,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/27/24 0:00,46.851655,12.949251,40,D4,C,Bloch,5,0,62,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L944,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/27/24 0:00,46.828878,12.991534,26,D2b,B,Bloch,5,0,26,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L945,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/27/24 0:00,46.831511,12.945715,49,D4,C,Bloch,5,0,94,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L946,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/27/24 0:00,46.840770,12.969963,60,D6,C,Bloch,5,1,41,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L947,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/27/24 0:00,46.847870,12.968508,36,D3b,B,Bloch,5,0,5,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L948,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/27/24 0:00,46.831656,12.988660,40,D4,C,Bloch,5,0,62,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L949,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/27/24 0:00,46.822582,12.970576,40,D4,B,Bloch,5,0,62,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L950,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/27/24 0:00,46.856069,12.952382,33,D3a,B,Bloch,5,0,42,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L951,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/28/24 0:00,46.847319,12.940604,54,D5,C,Bloch,5,1,14,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L952,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/28/24 0:00,46.837456,12.970637,32,D3a,A,Bloch,5,0,4,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L953,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/28/24 0:00,46.829867,12.976745,37,D3b,C,Bloch,5,0,53,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L954,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/28/24 0:00,46.837656,12.967511,47,D4,B,Bloch,5,0,86,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L955,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/28/24 0:00,46.820058,12.975595,43,D4,C,Bloch,5,0,72,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L956,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/28/24 0:00,46.847068,12.977733,48,D4,B,Bloch,5,0,9,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L957,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/28/24 0:00,46.828986,12.971619,40,D4,C,Bloch,5,0,62,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L958,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/28/24 0:00,46.834886,12.975329,26,D2b,C,Bloch,5,0,26,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L959,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/28/24 0:00,46.841533,12.973606,37,D3b,B,Bloch,5,0,53,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L960,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/28/24 0:00,46.831314,12.988130,35,D3b,A,Bloch,5,0,48,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L961,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/28/24 0:00,46.819392,12.969904,52,D5,C,Bloch,5,1,06,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L962,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/28/24 0:00,46.844709,12.978271,37,D3b,B,Bloch,5,0,53,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L963,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/28/24 0:00,46.824911,12.982032,45,D4,C,Bloch,5,0,79,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L964,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/28/24 0:00,46.854279,12.944826,25,D2b,C,Bloch,5,0,24,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L965,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/28/24 0:00,46.826256,12.940757,27,D2b,C,Bloch,5,0,28,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L966,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/28/24 0:00,46.853993,12.968752,29,D2b,B,Bloch,5,0,33,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L967,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/28/24 0:00,46.839120,12.962584,62,D6,B,Bloch,5,1,5,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L968,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/28/24 0:00,46.849237,12.967906,38,D3b,B,Bloch,5,0,56,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L969,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/28/24 0:00,46.841988,12.966757,45,D4,B,Bloch,5,0,79,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L970,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/28/24 0:00,46.823203,12.964098,41,D4,B,Bloch,5,0,66,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L971,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/28/24 0:00,46.825210,12.990741,33,D3a,C,Bloch,5,0,42,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L972,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/28/24 0:00,46.822232,12.982889,28,D2b,C,Bloch,5,0,3,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L973,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/28/24 0:00,46.849143,12.991599,48,D4,C,Bloch,5,0,9,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L974,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/28/24 0:00,46.849486,12.971988,48,D4,B,Bloch,5,0,9,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L975,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/28/24 0:00,46.838940,12.972737,29,D2b,A,Bloch,5,0,33,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L976,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/28/24 0:00,46.831953,12.960057,34,D3a,C,Bloch,5,0,45,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L977,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/28/24 0:00,46.818297,12.988382,41,D4,B,Bloch,5,0,66,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L978,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/28/24 0:00,46.849829,12.982469,33,D3a,B,Bloch,5,0,42,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L979,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/28/24 0:00,46.822493,12.949785,46,D4,C,Bloch,5,0,83,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L980,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/28/24 0:00,46.835093,12.947176,25,D2b,C,Bloch,5,0,24,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L981,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/28/24 0:00,46.842666,12.977875,42,D4,C,Bloch,5,0,69,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L982,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/28/24 0:00,46.818321,12.982405,38,D3b,C,Bloch,5,0,56,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L983,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/28/24 0:00,46.827748,12.970550,44,D4,C,Bloch,5,0,76,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L984,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/28/24 0:00,46.822360,12.965764,51,D5,B,Bloch,5,1,02,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L985,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/28/24 0:00,46.830352,12.975232,64,D6,B,Bloch,5,1,6,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L986,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/28/24 0:00,46.839801,12.978843,29,D2b,C,Bloch,5,0,33,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L987,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/28/24 0:00,46.855989,12.965090,43,D4,C,Bloch,5,0,72,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L988,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/28/24 0:00,46.825969,12.966870,57,D5,B,Bloch,5,1,27,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L989,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/28/24 0:00,46.821827,12.995423,49,D4,C,Bloch,5,0,94,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L990,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/28/24 0:00,46.841035,12.975477,52,D5,C,Bloch,5,1,06,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L991,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/28/24 0:00,46.828130,12.980282,37,D3b,C,Bloch,5,0,53,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L992,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/28/24 0:00,46.848500,12.982933,37,D3b,B,Bloch,5,0,53,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L993,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/28/24 0:00,46.843474,12.965268,41,D4,C,Bloch,5,0,66,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L994,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/28/24 0:00,46.815922,12.965540,42,D4,B,Bloch,5,0,69,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L995,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/28/24 0:00,46.852299,12.952254,53,D5,C,Bloch,5,1,1,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L996,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/28/24 0:00,46.835415,12.980065,35,D3b,B,Bloch,5,0,48,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L997,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/28/24 0:00,46.822220,12.988282,35,D3b,C,Bloch,5,0,48,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L998,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/28/24 0:00,46.844203,12.972927,42,D4,C,Bloch,5,0,69,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L999,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/28/24 0:00,46.841409,12.992131,47,D4,C,Bloch,5,0,86,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1000,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/28/24 0:00,46.851165,12.959199,32,D3a,B,Bloch,5,0,4,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1001,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/29/24 0:00,46.854309,12.966914,39,D3b,C,Bloch,5,0,59,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1002,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/29/24 0:00,46.822346,12.950579,50,D5,C,Bloch,5,0,98,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1003,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/29/24 0:00,46.830076,12.978680,43,D4,C,Bloch,5,0,72,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1004,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/29/24 0:00,46.817638,12.954778,39,D3b,B,Bloch,5,0,59,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1005,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/29/24 0:00,46.834142,12.954491,34,D3a,C,Bloch,5,0,45,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1006,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/29/24 0:00,46.818980,12.964284,31,D3a,C,Bloch,5,0,37,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1007,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/29/24 0:00,46.847095,12.958763,30,D3a,B,Bloch,5,0,35,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1008,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/29/24 0:00,46.816756,12.952260,42,D4,B,Bloch,5,0,69,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1009,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/29/24 0:00,46.824303,12.997994,23,D2a,C,Bloch,5,0,2,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1010,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/29/24 0:00,46.833392,12.987724,40,D4,C,Bloch,5,0,62,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1011,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/29/24 0:00,46.821370,12.961416,25,D2b,C,Bloch,5,0,24,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1012,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/29/24 0:00,46.826851,12.966452,32,D3a,B,Bloch,5,0,4,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1013,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/29/24 0:00,46.835821,12.940255,42,D4,B,Bloch,5,0,69,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1014,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/29/24 0:00,46.841081,12.957770,35,D3b,B,Bloch,5,0,48,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1015,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/29/24 0:00,46.847376,12.941857,22,D2a,C,Bloch,5,0,19,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1016,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/29/24 0:00,46.823238,12.987370,32,D3a,B,Bloch,5,0,4,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1017,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/29/24 0:00,46.851048,12.957980,42,D4,B,Bloch,5,0,69,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1018,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/29/24 0:00,46.815819,12.972117,41,D4,B,Bloch,5,0,66,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1019,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/29/24 0:00,46.817452,12.969765,47,D4,B,Bloch,5,0,86,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1020,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/29/24 0:00,46.819549,12.996157,52,D5,C,Bloch,5,1,06,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1021,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/29/24 0:00,46.845573,12.967065,39,D3b,B,Bloch,5,0,59,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1022,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/29/24 0:00,46.845449,12.943979,57,D5,B,Bloch,5,1,27,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1023,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/29/24 0:00,46.846985,12.955925,46,D4,B,Bloch,5,0,83,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1024,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/29/24 0:00,46.844905,12.949141,44,D4,C,Bloch,5,0,76,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1025,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/29/24 0:00,46.816741,12.974163,49,D4,B,Bloch,5,0,94,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1026,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/29/24 0:00,46.845674,12.947115,36,D3b,B,Bloch,5,0,5,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1027,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/29/24 0:00,46.820725,12.960230,37,D3b,B,Bloch,5,0,53,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1028,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/29/24 0:00,46.847756,12.969648,36,D3b,B,Bloch,5,0,5,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1029,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/29/24 0:00,46.835422,12.996223,41,D4,C,Bloch,5,0,66,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1030,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/29/24 0:00,46.822167,12.952503,28,D2b,A,Bloch,5,0,3,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1031,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/29/24 0:00,46.854977,12.980052,49,D4,B,Bloch,5,0,94,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1032,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/29/24 0:00,46.838795,12.962561,31,D3a,C,Bloch,5,0,37,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1033,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/29/24 0:00,46.856285,12.965673,27,D2b,C,Bloch,5,0,28,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1034,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/29/24 0:00,46.817539,12.967204,41,D4,B,Bloch,5,0,66,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1035,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/29/24 0:00,46.849566,12.979626,39,D3b,B,Bloch,5,0,59,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1036,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/29/24 0:00,46.847536,12.957144,27,D2b,B,Bloch,5,0,28,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1037,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/29/24 0:00,46.845215,12.960618,52,D5,C,Bloch,5,1,06,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1038,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/29/24 0:00,46.830623,12.967052,29,D2b,C,Bloch,5,0,33,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1039,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/29/24 0:00,46.845781,12.967513,39,D3b,C,Bloch,5,0,59,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1040,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/29/24 0:00,46.818656,12.996748,31,D3a,C,Bloch,5,0,37,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1041,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/29/24 0:00,46.841720,12.984990,45,D4,C,Bloch,5,0,79,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1042,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/29/24 0:00,46.821709,12.948632,46,D4,B,Bloch,5,0,83,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1043,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/29/24 0:00,46.828519,12.997102,44,D4,C,Bloch,5,0,76,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1044,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/29/24 0:00,46.832298,12.949947,38,D3b,C,Bloch,5,0,56,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1045,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/29/24 0:00,46.824430,12.973878,38,D3b,B,Bloch,5,0,56,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1046,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/29/24 0:00,46.816831,12.971195,52,D5,C,Bloch,5,1,06,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1047,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/29/24 0:00,46.853595,12.941017,41,D4,B,Bloch,5,0,66,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1048,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/29/24 0:00,46.833312,12.940700,42,D4,C,Bloch,5,0,69,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1049,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/29/24 0:00,46.840577,12.984635,40,D4,A,Wertholz,7,0,87,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1050,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/29/24 0:00,46.845935,12.952057,36,D3b,C,Bloch,5,0,5,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1051,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,3/1/24 0:00,46.839261,12.955107,46,D4,B,Bloch,5,0,83,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1052,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/1/24 0:00,46.836475,12.954508,50,D5,C,Bloch,5,0,98,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1053,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/1/24 0:00,46.839262,12.948990,28,D2b,C,Bloch,5,0,3,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1054,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/1/24 0:00,46.837506,12.939172,43,D4,C,Bloch,5,0,72,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1055,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/1/24 0:00,46.822276,12.984069,47,D4,C,Bloch,5,0,86,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1056,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/1/24 0:00,46.852526,12.997366,39,D3b,C,Bloch,5,0,59,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1057,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/1/24 0:00,46.847403,12.969530,39,D3b,C,Bloch,5,0,59,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1058,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,3/1/24 0:00,46.846303,12.972734,33,D3a,B,Bloch,5,0,42,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1059,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/1/24 0:00,46.843535,12.944234,50,D5,C,Bloch,5,0,98,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1060,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,3/1/24 0:00,46.819646,12.957598,29,D2b,B,Bloch,5,0,33,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1061,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/1/24 0:00,46.849019,12.979256,71,D6,C,Bloch,5,1,97,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1062,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/1/24 0:00,46.841739,12.970290,40,D4,B,Bloch,5,0,62,full moon,,sawmill,no,yes,no,46.840642,12.941741
